site,genome,call,category,gene_function,Gene.abbreviation,Gene.name,hits,gene_counts,rel_hits
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfate <-> APS (Adenosine 5'-phosphosulfate),cysNC,bifunctional enzyme CysN/CysC,2,190877,0.0010477951769988002
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysK,cysteine synthase,16,190877,0.008382361415990401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfide -> Cysteine,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Assimilatory sulfur metabolism| Sulfite -> Sulfide,cysJ,sulfite reductase (NADPH) flavoprotein alpha-component,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprA,"adenylylsulfate reductase, subunit A",7,190877,0.003667283119495801
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,aprB,"adenylylsulfate reductase, subunit B",8,190877,0.004191180707995201
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfate reduction,sat,sulfate adenylyltransferase,9,190877,0.004715078296494602
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfide oxidation,sqr,sulfide:quinone oxidoreductase,3,190877,0.0015716927654982006
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfite reduction,asrC,anaerobic sulfite reductase subunit C,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation,sdo,sulfur dioxygenase,16,190877,0.008382361415990401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrA,dissimilatory sulfite reductase alpha subunit,9,190877,0.004715078296494602
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrB,dissimilatory sulfite reductase beta subunit,7,190877,0.003667283119495801
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrC,"dissimilatory sulfite reductase, subunit C",7,190877,0.003667283119495801
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrD,dissimilatory sulfite reductase delta subunit,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrH,"dissimilatory sulfite reductase, subunit H",4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrJ,"dissimilatory sulfite reductase, subunit J",6,190877,0.003143385530996401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrK,"dissimilatory sulfite reductase, subunit K",5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrM,"dissimilatory sulfite reductase, subunit M",7,190877,0.003667283119495801
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrO,"dissimilatory sulfite reductase, subunit O",6,190877,0.003143385530996401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrP,"dissimilatory sulfite reductase, subunit P",4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrR,"dissimilatory sulfite reductase, subunit R",1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Sulfur oxidation/Sulfite reduction,dsrT,"dissimilatory sulfite reductase, subunit T",4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate disproportionation,phsA,thiosulfate reductase / polysulfide reductase chain A,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxA,L-cysteine S-thiosulfotransferase,5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxB,S-sulfosulfanyl-L-cysteine sulfohydrolase,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxD,S-disulfanyl-L-cysteine oxidoreductase SoxD,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxX,L-cysteine S-thiosulfotransferase,3,190877,0.0015716927654982006
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxY,sulfur-oxidizing protein SoxY,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Dissimilatory sulfur metabolism | Thiosulfate oxidation,soxZ,sulfur-oxidizing protein SoxZ,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,dmoB,dimethyl-sulfide monooxygenase subunit B,21,190877,0.011001849358487402
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMS (Dimethyl sulfide) <-> Methanethiol,mddA,methanethiol S-methyltransferase,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide),ddhA,dimethylsulfide dehydrogenase subunit alpha,26,190877,0.013621337300984403
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cystathionine -> Homocysteine,metC,cysteine-S-conjugate beta-lyase,5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> 3-mercaptopyruvate,aspB,aspartate aminotransferase,13,190877,0.0068106686504922015
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Cysteine <-> Cystathionine,metB,cystathionine gamma-synthase,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine -> Methionine,metH,5-methyltetrahydrofolate--homocysteine methyltransferase,6,190877,0.003143385530996401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | Homocysteine <-> Methionine,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,4,190877,0.0020955903539976004
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | MHO (L-methionine (R)-S-oxide) -> Methionine),msrC,L-methionine (R)-S-oxide reductase,3,190877,0.0015716927654982006
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | OAHS (O-acetylhomoserine) + Sulfide -> Homocysteine,metY,O-acetylhomoserine (thiol)-lyase,5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> Homocysteine,ahcY,adenosylhomocysteinase,18,190877,0.009430156592989203
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Metabolism of organic sulfur | SAH (S-adenosyl-L-homocysteine) -> SRH (S-ribosylhomocysteine),mtnN,adenosylhomocysteine nucleosidase,3,190877,0.0015716927654982006
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfite production from organic sulfur | Taurine -> Sulfite,tauD,taurine dioxygenase,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysK,cysteine synthase,16,190877,0.008382361415990401
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,cysM,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent),5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,dcyD,D-cysteine desulfhydrase,1,190877,5.238975884994001e-4
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Cysteine -> Sulfide,metC,cysteine-S-conjugate beta-lyase,5,190877,0.002619487942497001
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> Methanethiol,megL,methionine gamma-lyase,9,190877,0.004715078296494602
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | Methionine -> SAMe (S-adenosyl-L-methionine),metK,S-adenosylmethionine synthetase,29,190877,0.015193030066482604
D5,simplified,metabolic,Sulfur cycling enzymes (detailed),Sulfur-related amino acid metabolism | SAMe (S-adenosyl-L-methionine) -> SAH (S-adenosyl-L-homocysteine),dcm,DNA (cytosine-5)-methyltransferase 1,16,190877,0.008382361415990401
D5,simplified,metabolic,Urea utilization,Urease,ureA,urease subunit gamma,3,190877,0.0015716927654982006
D5,simplified,metabolic,Urea utilization,Urease,ureB,urease subunit beta,2,190877,0.0010477951769988002
D5,simplified,metabolic,Urea utilization,Urease,ureC,urease subunit alpha,2,190877,0.0010477951769988002
D6,simplified,ambiguous,"iron_aquisition-heme_transport,Sulfur cycling enzymes (detailed)","HmuV-family-ATP-binding-protein,Dissimilatory sulfur metabolism | Thiosulfate oxidation",soxX,L-cysteine S-thiosulfotransferase,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,C1 metabolism","HatD-family-substrate-binding-protein,Formate oxidation",fdoG,formate dehydrogenase major subunit,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Nitrogen cycling","ExbD-family,Nitrite reduction",octR,nitrite reductase (Octaheme c-type cytochrome Shewanella-type),1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Sulfur cycling enzymes (detailed)","HatD-family-substrate-binding-protein,DMSO metabolism | DMSO (Dimethyl sulfoxide) <-> DMS (Dimethyl sulfide)",ddhA,dimethylsulfide dehydrogenase subunit alpha,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_aquisition-siderophore_transport_potential,Urea utilization","ExbD-family,Urease",ureB,urease subunit beta,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_gene_regulation,Nitrogen cycling","PF04773_FecR,Nitrous oxide reduction",nosZ,nitrous-oxide reductase,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_reduction,Metal reduction","637778189 YP_383877 {omc} hypothetical protein [Geobacter metallireducens GS-15: NC_007517],Metal (Iron/Manganese) reduction",mtrC,"decaheme c-type cytochrome, OmcA/MtrC family",1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"iron_reduction,Nitrogen cycling","646799199 YP_003641333 TherJR_2595 hypothetical protein [Thermincola sp. JR: NC_014152],Nitrite reduction to ammonia",nrfA,nitrite reductase (cytochrome c-552),2,444350,4.500956453246315e-4
D6,simplified,ambiguous,"iron_storage,Oxidative phosphorylation","PF13668_Ferritin_like_domain,Complex I (NADH-quinone oxidoreductase)",nuoA,NADH-quinone oxidoreductase subunit A,1,444350,2.2504782266231574e-4
D6,simplified,ambiguous,"probable_iron_reduction,Metal reduction","MtrB_TIGR03509,Metal (Iron/Manganese) reduction",mtrB,"decaheme-associated outer membrane protein, MtrB/PioB family",1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_aquisition-heme_transport,ChaN-family-substrate-binding-protein,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_aquisition-heme_transport,HmuV-family-ATP-binding-protein,NA,NA,31,444350,0.006976482502531789
D6,simplified,fegenie,iron_aquisition-heme_transport,HmuY-substrate-binding-protein,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_aquisition-heme_transport,TonB-family,NA,NA,3,444350,6.751434679869472e-4
D6,simplified,fegenie,iron_aquisition-iron_transport,FbpA-family-iron-binding-protein,NA,NA,17,444350,0.0038258129852593676
D6,simplified,fegenie,iron_aquisition-iron_transport,FbpB-family-iron-permease,NA,NA,18,444350,0.004050860807921683
D6,simplified,fegenie,iron_aquisition-iron_transport,FbpB-FutB-family-iron-permease,NA,NA,20,444350,0.004500956453246315
D6,simplified,fegenie,iron_aquisition-iron_transport,FbpC-family-ATPase,NA,NA,28,444350,0.0063013390345448405
D6,simplified,fegenie,iron_aquisition-iron_transport,FeoA-family-iron-transporter,NA,NA,97,444350,0.021829638798244625
D6,simplified,fegenie,iron_aquisition-iron_transport,FeoB-family-iron-transporter,NA,NA,123,444350,0.02768088218746484
D6,simplified,fegenie,iron_aquisition-iron_transport,FeoE-family-iron-efflux,NA,NA,7,444350,0.0015753347586362101
D6,simplified,fegenie,iron_aquisition-iron_transport,FutA1-family-iron-binding-proteins,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_aquisition-iron_transport,FutC-family-ATPase,NA,NA,10,444350,0.0022504782266231575
D6,simplified,fegenie,iron_aquisition-iron_transport,YfeA-family-iron-binding-proteins,NA,NA,33,444350,0.00742657814785642
D6,simplified,fegenie,iron_aquisition-iron_transport,YfeB-family-membrane-proteins,NA,NA,57,444350,0.012827725891751999
D6,simplified,fegenie,iron_aquisition-iron_transport,Zip-family-zink-and-iron-uptake,NA,NA,7,444350,0.0015753347586362101
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,EntS-family-siderophore-export,NA,NA,6,444350,0.0013502869359738943
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbB-family,NA,NA,134,444350,0.03015640823675031
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,ExbD-family,NA,NA,150,444350,0.03375717339934736
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FptX-family-siderophore-transport,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvC-family-siderophore-transport,NA,NA,11,444350,0.002475526049285473
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvD-family-siderophore-transport,NA,NA,19,444350,0.004275908630583999
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,FpvE-family-permease,NA,NA,107,444350,0.024080117024867786
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,HatD-family-substrate-binding-protein,NA,NA,86,444350,0.019354112748959155
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,LbtU-family-siderophore receptor,NA,NA,5,444350,0.0011252391133115788
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PirA-family-siderophore-receptor,NA,NA,51,444350,0.011477438955778104
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PiuA-family-siderophore-receptor,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdR-family-sideropore-export,NA,NA,43,444350,0.009677056374479577
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvdT-family-siderophore-export,NA,NA,74,444350,0.016653538877011365
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuCD-family-permease,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuD-family-ATP-binding-protein,NA,NA,31,444350,0.006976482502531789
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-ATP-binding-protein,NA,NA,4,444350,9.00191290649263e-4
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,PvuE-family-permease,NA,NA,4,444350,9.00191290649263e-4
D6,simplified,fegenie,iron_aquisition-siderophore_transport_potential,TonB-family,NA,NA,78,444350,0.01755373016766063
D6,simplified,fegenie,iron_gene_regulation,PF01325-Iron_dependent_repressor-dtxR_family_N,NA,NA,13,444350,0.0029256216946101045
D6,simplified,fegenie,iron_gene_regulation,PF01475-Iron_dependent_repressor-fur_family,NA,NA,203,444350,0.045684708000450096
D6,simplified,fegenie,iron_gene_regulation,PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,NA,NA,117,444350,0.02633059525149094
D6,simplified,fegenie,iron_gene_regulation,PF04773_FecR,NA,NA,263,444350,0.059187577360189036
D6,simplified,fegenie,iron_gene_regulation,PF09012_sub-FeoC_like_transcriptional_regulator,NA,NA,11,444350,0.002475526049285473
D6,simplified,fegenie,iron_gene_regulation,Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,NA,NA,170,444350,0.03825812985259368
D6,simplified,fegenie,iron_gene_regulation,Sid_PvdS_regulator_Paeruginosa_PA2426_180620,NA,NA,269,444350,0.06053786429616293
D6,simplified,fegenie,iron_gene_regulation,Sid_YqjI_regulator_for_YqjH_P64588_Escherichia_coli_180606,NA,NA,44,444350,0.009902104197141891
D6,simplified,fegenie,iron_oxidation,Cyc2_repCluster3,NA,NA,18,444350,0.004050860807921683
D6,simplified,fegenie,iron_oxidation,FoxE,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,2514223670 filler {omc} Geobacter sulfurreducens CxxxxCH...CXXCH domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,4,444350,9.00191290649263e-4
D6,simplified,fegenie,iron_reduction,2514223671 filler {pc} c(7)-type cytochrome triheme domain-containing protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,6,444350,0.0013502869359738943
D6,simplified,fegenie,iron_reduction,2514223672 filler {porin} hypothetical protein [Ignavibacterium album Mat9-16; JCM 16511 : NC_017464],NA,NA,6,444350,0.0013502869359738943
D6,simplified,fegenie,iron_reduction,637127334 NP_953689 {porin} (extB) hypothetical protein [Geobacter sulfurreducens PCA: NC_002939],NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,637778105 YP_383794 {pc} cytochrome c family protein [Geobacter metallireducens GS-15: NC_007517],NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,638465402 ZP_01313809 {porin} hypothetical protein [Desulfuromonas acetoxidans DSM 684; unfinished sequence: NZ_AAEW02000022],NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,638465403 ZP_01313810 {pc} cytochrome c family protein [Desulfuromonas acetoxidans DSM 684; unfinished sequence: NZ_AAEW02000022],NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,642557019 CAJ74787 {porin} unknown protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,642557020 CAJ74788 {pc} hypothetical multiheme cytochrome c protein [Kuenenia stuttgartiensis genome fragment KUST_E (5 of 5).: CT573071],NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,646796949 YP_003639120 TherJR_0333 hypothetical protein [Thermincola sp. JR: NC_014152],NA,NA,14,444350,0.0031506695172724202
D6,simplified,fegenie,iron_reduction,646797728 YP_003639887 TherJR_1122 cytochrome C family protein [Thermincola sp. JR: NC_014152],NA,NA,8,444350,0.001800382581298526
D6,simplified,fegenie,iron_reduction,646799199 YP_003641333 TherJR_2595 hypothetical protein [Thermincola sp. JR: NC_014152],NA,NA,20,444350,0.004500956453246315
D6,simplified,fegenie,iron_reduction,646847494 YP_003691556 {omc} hypothetical protein [Desulfurivibrio alkaliphilus AHT2 chromosome: NC_014216],NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,649844784 YP_004113752 {pc} hypothetical protein [Desulfurispirillum indicum S5 chromosome: NC_014836],NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,649844785 YP_004113753 (porin} hypothetical protein [Desulfurispirillum indicum S5 chromosome: NC_014836],NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,DFE_0448,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,DFE_0449,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,DFE_0450,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,DFE_0461,NA,NA,4,444350,9.00191290649263e-4
D6,simplified,fegenie,iron_reduction,DFE_0462,NA,NA,6,444350,0.0013502869359738943
D6,simplified,fegenie,iron_reduction,DFE_0463,NA,NA,5,444350,0.0011252391133115788
D6,simplified,fegenie,iron_reduction,DFE_0464,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,DFE_0465,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,iron_reduction,OmcF,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,iron_reduction,OmcS,NA,NA,10,444350,0.0022504782266231575
D6,simplified,fegenie,iron_reduction,OmcZ,NA,NA,4,444350,9.00191290649263e-4
D6,simplified,fegenie,iron_storage,PF00210-Ferritin_like_domain,NA,NA,145,444350,0.03263193428603578
D6,simplified,fegenie,iron_storage,PF13668_Ferritin_like_domain,NA,NA,70,444350,0.015753347586362102
D6,simplified,fegenie,possible_iron_oxidation_and_possible_iron_reduction,MtoA,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,possible_iron_oxidation_and_possible_iron_reduction,MtrB_TIGR03509,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,probable_iron_reduction,MtrA,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,fegenie,probable_iron_reduction,MtrB_TIGR03509,NA,NA,1,444350,2.2504782266231574e-4
D6,simplified,fegenie,probable_iron_reduction,MtrC_TIGR03507,NA,NA,2,444350,4.500956453246315e-4
D6,simplified,metabolic,Amino acid utilization,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,4-aminobutyrate aminotransferase and related aminotransferases,25,444350,0.005626195566557893
D6,simplified,metabolic,Amino acid utilization,Aminotransferase class I and II,aminotransferase class I and II,aminotransferase class I and II,25,444350,0.005626195566557893
D6,simplified,metabolic,Amino acid utilization,Aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,aspartate/tyrosine/aromatic aminotransferase,48,444350,0.010802295487791155
D6,simplified,metabolic,Amino acid utilization,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,83,444350,0.018678969280972207
D6,simplified,metabolic,Amino acid utilization,Histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,histidinol-phosphate/aromatic aminotransferase,62,444350,0.013952965005063577
D6,simplified,metabolic,Amino acid utilization,Ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,ornithine/acetylornithine aminotransferase,69,444350,0.015528299763699786
D6,simplified,metabolic,Amino acid utilization,Phosphoserine aminotransferase,phosphoserine aminotransferase,phosphoserine aminotransferase,26,444350,0.005851243389220209
D6,simplified,metabolic,Amino acid utilization,Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,14,444350,0.0031506695172724202
D6,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrA,benzoyl-CoA reductase subunit A,10,444350,0.0022504782266231575
D6,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrB,benzoyl-CoA reductase subunit B,16,444350,0.003600765162597052
D6,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrC,benzoyl-CoA reductase subunit C,5,444350,0.0011252391133115788
D6,simplified,metabolic,Aromatics degradation,Benzoyl-CoA reduction,bcrD,benzoyl-CoA reductase subunit D,7,444350,0.0015753347586362101
D6,simplified,metabolic,Aromatics degradation,Phenol => Benzoyl-CoA,ubiX,flavin prenyltransferase,30,444350,0.006751434679869472
D6,simplified,metabolic,As cycling,Arsenate reduction,arsC1,arsenate reductase (glutaredoxin),5,444350,0.0011252391133115788
D6,simplified,metabolic,As cycling,Arsenate reduction,arsC2,arsenate reductase (thioredoxin),65,444350,0.014628108473050523
D6,simplified,metabolic,As cycling,Arsenite oxidation,aoxA,arsenite oxidase small subunit,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,As cycling,Arsenite oxidation,aoxB,arsenite oxidase large subunit,2,444350,4.500956453246315e-4
D6,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxL,aerobic carbon-monoxide dehydrogenase large subunit,6,444350,0.0013502869359738943
D6,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxM,aerobic carbon-monoxide dehydrogenase medium subunit,31,444350,0.006976482502531789
D6,simplified,metabolic,C1 metabolism,Aerobic CO oxidation,coxS,aerobic carbon-monoxide dehydrogenase small subunit,49,444350,0.011027343310453472
D6,simplified,metabolic,C1 metabolism,Formaldehyde oxidation,fae,"5,6,7,8-tetrahydromethanopterin hydro-lyase",1,444350,2.2504782266231574e-4
D6,simplified,metabolic,C1 metabolism,Formaldehyde oxidation,fdhA,glutathione-independent formaldehyde dehydrogenase,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,C1 metabolism,Formaldehyde oxidation,frmA,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,C1 metabolism,Formate oxidation,fdhA,formate dehydrogenase (coenzyme F420) alpha subunit,3,444350,6.751434679869472e-4
D6,simplified,metabolic,C1 metabolism,Formate oxidation,fdhB,formate dehydrogenase (coenzyme F420) beta subunit,34,444350,0.007651625970518735
D6,simplified,metabolic,C1 metabolism,Formate oxidation,fdoG,formate dehydrogenase major subunit,14,444350,0.0031506695172724202
D6,simplified,metabolic,C1 metabolism,Formate oxidation,fdoH,formate dehydrogenase iron-sulfur subunit,54,444350,0.01215258242376505
D6,simplified,metabolic,C1 metabolism,Formate oxidation,fdwB,formate dehydrogenase beta subunit,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,C1 metabolism,Methanol oxidation,mxaF,methanol dehydrogenase (cytochrome c) subunit 1,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,Carbon fixation,3 Hydroxypropionate cycle,prpE,propionyl-CoA synthetase,3,444350,6.751434679869472e-4
D6,simplified,metabolic,Carbon fixation,3HP/4HB,abfD,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase,25,444350,0.005626195566557893
D6,simplified,metabolic,Carbon fixation,CBB cycle - Rubisco,Form I,Form I RuBisCO large subunit,1,444350,2.2504782266231574e-4
D6,simplified,metabolic,Carbon fixation,Reverse TCA cycle,aclA,ATP-citrate lyase alpha-subunit,3,444350,6.751434679869472e-4
